date,code,open,high,low,close,volume,amount,turnover,pct_change,is_limit_up,is_limit_down
2023-08-15,sz.301510,75.0,96.18,66.66,68.0,29797844,2153184326.05,86.4969,466.6667,0,0
2023-08-16,sz.301510,62.18,65.25,57.5,59.38,20703329,1263371747.66,60.0974,-12.6765,0,0
2023-08-17,sz.301510,58.21,64.78,56.5,61.73,19977400,1219859879.48,57.9902,3.9576,0,0
2023-08-18,sz.301510,60.89,68.47,60.03,63.3,20170074,1301692309.18,58.5495,2.5433,0,0
2023-08-21,sz.301510,61.53,68.28,58.42,65.73,18640864,1162288514.17,54.1105,3.8389,0,0
2023-08-22,sz.301510,65.15,65.99,56.77,57.28,14924587,907412169.95,43.3229,-12.8556,0,0
2023-08-23,sz.301510,54.8,54.95,50.0,50.0,12840830,673485847.8,37.2742,-12.7095,0,0
2023-08-24,sz.301510,49.0,49.06,45.95,46.44,10705152,504724351.36,31.0748,-7.12,0,0
2023-08-25,sz.301510,45.75,46.71,41.41,41.41,10207651,445118385.48,29.6307,-10.8312,0,0
2023-08-28,sz.301510,44.0,44.44,41.1,41.61,8541880,363932049.11,24.7953,0.483,0,0
2023-08-29,sz.301510,40.8,47.79,40.45,46.94,13629235,613919925.66,39.5628,12.8094,0,0
2023-08-30,sz.301510,47.11,51.11,47.11,48.78,13473671,664035145.73,39.1112,3.9199,0,0
2023-08-31,sz.301510,47.3,50.72,47.3,49.68,9794205,484747116.75,28.4305,1.845,0,0
2023-09-01,sz.301510,49.03,49.6,47.21,47.21,6851311,328876517.86,19.8879,-4.9718,0,0
2023-09-04,sz.301510,47.3,48.4,46.24,47.03,4845559,228570529.9,14.0656,-0.3813,0,0
2023-09-05,sz.301510,46.75,50.5,46.75,48.88,9242500,451541508.07,26.829,3.9337,0,0
2023-09-06,sz.301510,48.19,58.0,47.59,53.0,14096520,733902808.96,40.9192,8.4288,0,0
2023-09-07,sz.301510,52.0,52.7,47.6,47.8,10326594,510961997.42,29.9759,-9.8113,0,0
2023-09-08,sz.301510,46.6,52.35,46.45,50.77,10091161,507120423.03,29.2925,6.2134,0,0
2023-09-11,sz.301510,50.01,50.62,46.85,47.65,8614315,413126489.85,25.0055,-6.1454,0,0
2023-09-12,sz.301510,47.64,48.82,46.56,47.65,6369500,304026972.1,18.4893,0.0,0,0
2023-09-13,sz.301510,47.3,47.6,45.01,45.86,5842758,269287242.75,16.9603,-3.7566,0,0
2023-09-14,sz.301510,45.76,46.97,43.3,43.52,5991462,267778251.48,17.392,-5.1025,0,0
2023-09-15,sz.301510,45.0,46.86,44.11,44.29,5758580,258551509.56,16.7159,1.7693,0,0
2023-09-18,sz.301510,43.88,47.28,43.65,46.08,6727483,308872738.94,19.5285,4.0415,0,0
2023-09-19,sz.301510,46.4,48.85,45.28,47.9,9182729,433605856.18,26.6555,3.9497,0,0
2023-09-20,sz.301510,47.11,48.69,46.51,46.73,6224716,294262663.63,18.069,-2.4426,0,0
2023-09-21,sz.301510,46.8,47.76,43.47,43.59,7221354,326073862.94,20.9621,-6.7195,0,0
2023-09-22,sz.301510,43.11,44.36,42.51,43.92,4715535,205090197.89,13.6882,0.7571,0,0
2023-09-25,sz.301510,46.2,51.9,44.72,49.5,14260582,688130335.06,41.3955,12.7049,0,0
