date,code,open,high,low,close,volume,amount,turnover,pct_change,is_limit_up,is_limit_down
2025-06-27,sh.600399,5.17,5.17,5.11,5.13,27743950.0,142317023.0,1.4068,0.1953,0,0
2025-06-30,sh.600399,5.14,5.23,5.13,5.22,46675703.0,242576955.16,2.3668,1.7544,0,0
2025-07-01,sh.600399,5.24,5.25,5.19,5.22,27783590.0,144934118.7,1.4088,0.0,0,0
2025-07-02,sh.600399,5.22,5.4,5.17,5.33,82845601.0,439591907.68,4.2009,2.1073,0,0
2025-07-03,sh.600399,5.29,5.3,5.19,5.22,52386692.0,274067025.32,2.6564,-2.0638,0,0
2025-07-04,sh.600399,5.21,5.3,5.18,5.18,46134592.0,241528299.48,2.3394,-0.7663,0,0
2025-07-07,sh.600399,5.17,5.19,5.14,5.16,27459876.0,141765726.31,1.3924,-0.3861,0,0
2025-07-08,sh.600399,5.15,5.27,5.14,5.24,43740107.0,228171747.68,2.2179,1.5504,0,0
2025-07-09,sh.600399,5.24,5.27,5.17,5.19,32871584.0,171307158.82,1.6668,-0.9542,0,0
2025-07-10,sh.600399,5.19,5.33,5.18,5.27,50555124.0,265754954.52,2.5635,1.5414,0,0
2025-07-11,sh.600399,5.27,5.8,5.23,5.8,182139229.0,1016409409.43,9.2358,10.0569,1,0
2025-07-14,sh.600399,5.71,5.75,5.53,5.57,137664040.0,771180350.89,6.9806,-3.9655,0,0
2025-07-15,sh.600399,5.52,5.6,5.43,5.53,68271799.0,375221381.58,3.4619,-0.7181,0,0
2025-07-16,sh.600399,5.53,5.68,5.5,5.67,78089193.0,436607996.74,3.9597,2.5316,0,0
2025-07-17,sh.600399,5.67,5.71,5.54,5.57,88008756.0,492505021.86,4.4627,-1.7637,0,0
2025-07-18,sh.600399,5.56,5.7,5.55,5.58,54227971.0,304061475.79,2.7498,0.1795,0,0
2025-07-21,sh.600399,5.65,6.14,5.63,5.82,205543919.0,1216470310.45,10.4226,4.3011,0,0
2025-07-22,sh.600399,5.82,6.09,5.77,5.98,154429275.0,918679636.49,7.8307,2.7491,0,0
2025-07-23,sh.600399,6.08,6.11,5.85,5.85,109925649.0,656043594.92,5.574,-2.1739,0,0
2025-07-24,sh.600399,5.77,5.98,5.77,5.98,78839582.0,465034861.29,3.9977,2.2222,0,0
2025-07-25,sh.600399,6.0,6.03,5.9,5.97,58889200.0,351694927.28,2.9861,-0.1672,0,0
2025-07-28,sh.600399,5.84,5.88,5.68,5.71,112748426.0,648565402.84,5.7172,-4.3551,0,0
2025-07-29,sh.600399,5.69,5.78,5.67,5.77,57040770.0,326191853.39,2.8924,1.0508,0,0
2025-07-30,sh.600399,5.75,5.9,5.7,5.75,66009294.0,382765831.74,3.3472,-0.3466,0,0
2025-07-31,sh.600399,5.71,5.72,5.6,5.63,58190713.0,328298526.93,2.9507,-2.087,0,0
2025-08-01,sh.600399,5.62,5.65,5.58,5.6,37935912.0,212465834.08,1.9236,-0.5329,0,0
2025-08-04,sh.600399,5.58,5.63,5.56,5.62,34488541.0,193140984.61,1.7488,0.3571,0,0
2025-08-05,sh.600399,5.62,5.66,5.6,5.62,32039993.0,180200763.73,1.6247,0.0,0,0
2025-08-06,sh.600399,5.61,5.71,5.59,5.69,58931459.0,332585168.74,2.9883,1.2456,0,0
2025-08-07,sh.600399,5.69,5.69,5.57,5.59,81928986.0,458431153.15,4.1544,-1.7575,0,0
2025-08-08,sh.600399,5.59,5.75,5.57,5.63,86060505.0,484743645.12,4.3639,0.7156,0,0
2025-08-11,sh.600399,5.61,5.77,5.6,5.69,64785218.0,367893071.26,3.2851,1.0657,0,0
2025-08-12,sh.600399,5.68,5.68,5.6,5.63,40963571.0,230494572.76,2.0772,-1.0545,0,0
2025-08-13,sh.600399,5.62,5.67,5.61,5.62,41024180.0,230872745.9,2.0802,-0.1776,0,0
2025-08-14,sh.600399,5.62,5.62,5.57,5.58,62074166.0,347211097.28,3.1476,-0.7117,0,0
2025-08-15,sh.600399,5.58,5.6,5.57,5.59,39067314.0,218345885.26,1.981,0.1792,0,0
2025-08-18,sh.600399,5.6,5.63,5.59,5.61,62826474.0,352265758.49,3.1858,0.3578,0,0
2025-08-19,sh.600399,5.61,5.64,5.58,5.59,52329242.0,293433084.28,2.6535,-0.3565,0,0
2025-08-20,sh.600399,5.6,5.63,5.59,5.63,43179403.0,242346006.8,2.1895,0.7156,0,0
2025-08-21,sh.600399,5.62,5.66,5.61,5.63,44188973.0,248835180.98,2.2407,0.0,0,0
2025-08-22,sh.600399,5.62,5.63,5.6,5.63,38925027.0,218407229.2,1.9738,0.0,0,0
2025-08-25,sh.600399,5.62,5.71,5.61,5.67,71480940.0,404982286.42,3.6246,0.7105,0,0
2025-08-26,sh.600399,5.66,5.69,5.63,5.64,51803341.0,293044884.06,2.6268,-0.5291,0,0
2025-08-27,sh.600399,5.64,5.65,5.57,5.57,80586867.0,451270219.55,4.0863,-1.2411,0,0
2025-08-28,sh.600399,5.58,5.6,5.55,5.57,57555759.0,320471104.78,2.9185,0.0,0,0
2025-08-29,sh.600399,5.57,5.59,5.55,5.57,43725499.0,243596557.31,2.2172,0.0,0,0
2025-09-01,sh.600399,5.57,5.58,5.55,5.57,33084450.0,183863202.5,1.6776,0.0,0,0
2025-09-02,sh.600399,5.57,5.59,5.55,5.58,70506851.0,392559062.08,3.5752,0.1795,0,0
2025-09-03,sh.600399,5.57,5.59,5.55,5.56,54126704.0,301173047.64,2.7446,-0.3584,0,0
2025-09-04,sh.600399,5.56,5.57,5.53,5.54,69581492.0,385983363.73,3.5283,-0.3597,0,0
2025-09-05,sh.600399,5.55,5.57,5.54,5.56,71051252.0,394831282.53,3.6028,0.361,0,0
2025-09-08,sh.600399,5.56,5.59,5.53,5.58,77282437.0,429699087.98,3.9188,0.3597,0,0
2025-09-09,sh.600399,5.57,5.62,5.56,5.59,71015600.0,396487301.46,3.601,0.1792,0,0
2025-09-10,sh.600399,5.59,5.82,5.56,5.65,130666132.0,738881971.16,6.6257,1.0733,0,0
2025-09-11,sh.600399,5.65,5.65,5.65,5.65,,,,,0,0
2025-09-12,sh.600399,5.67,5.67,5.45,5.56,66769990.0,371150620.5,3.3857,-1.5929,0,0
2025-09-15,sh.600399,5.55,5.55,5.38,5.44,69411418.0,377128203.02,3.5197,-2.1583,0,0
2025-09-16,sh.600399,5.43,5.46,5.37,5.4,37729811.0,203578085.89,1.9132,-0.7353,0,0
2025-09-17,sh.600399,5.41,5.45,5.37,5.42,31786570.0,171655715.65,1.6118,0.3704,0,0
2025-09-18,sh.600399,5.41,5.43,5.27,5.29,47409839.0,253699825.8,2.404,-2.3985,0,0
2025-09-19,sh.600399,5.28,5.35,5.27,5.3,24192572.0,128071839.03,1.2267,0.189,0,0
2025-09-22,sh.600399,5.3,5.31,5.18,5.24,27886880.0,145642790.08,1.4141,-1.1321,0,0
2025-09-23,sh.600399,5.25,5.27,5.1,5.27,37907089.0,196282049.62,1.9222,0.5725,0,0
2025-09-24,sh.600399,5.23,5.26,5.21,5.25,19558105.0,102439865.21,0.9917,-0.3795,0,0
2025-09-25,sh.600399,5.27,5.33,5.23,5.27,23359500.0,123400490.0,1.1845,0.381,0,0
2025-09-26,sh.600399,5.23,5.32,5.23,5.26,23899622.0,126294180.77,1.2119,-0.1898,0,0
2025-09-29,sh.600399,5.26,5.28,5.18,5.27,22933116.0,120176486.66,1.1629,0.1901,0,0
2025-09-30,sh.600399,5.26,5.32,5.25,5.26,25149722.0,132712807.72,1.2753,-0.1898,0,0
2025-10-09,sh.600399,5.28,5.36,5.27,5.35,34946189.0,185978110.47,1.772,1.711,0,0
2025-10-10,sh.600399,5.34,5.41,5.29,5.39,42330041.0,227124317.94,2.1464,0.7477,0,0
2025-10-13,sh.600399,5.29,5.4,5.25,5.39,34261081.0,183076488.28,1.7373,0.0,0,0
2025-10-14,sh.600399,5.4,5.45,5.32,5.32,36412800.0,196041350.0,1.8464,-1.2987,0,0
2025-10-15,sh.600399,5.32,5.35,5.29,5.33,25738530.0,136902481.09,1.3051,0.188,0,0
2025-10-16,sh.600399,5.32,5.33,5.2,5.22,30102000.0,158001453.81,1.5264,-2.0638,0,0
2025-10-17,sh.600399,5.23,5.28,5.12,5.13,29062002.0,150947272.28,1.4737,-1.7241,0,0
2025-10-20,sh.600399,5.15,5.18,5.13,5.16,20768600.0,107096703.0,1.0531,0.5848,0,0
2025-10-21,sh.600399,5.16,5.22,5.14,5.2,17127107.0,88992574.34,0.8685,0.7752,0,0
2025-10-22,sh.600399,5.2,5.49,5.19,5.3,50806304.0,272190888.91,2.5763,1.9231,0,0
2025-10-23,sh.600399,5.28,5.3,5.21,5.29,31790210.0,167161139.15,1.612,-0.1887,0,0
2025-10-24,sh.600399,5.27,5.32,5.2,5.23,27645750.0,145056238.5,1.4018,-1.1342,0,0
2025-10-27,sh.600399,5.24,5.33,5.23,5.29,28011653.0,147996272.4,1.4204,1.1472,0,0
2025-10-28,sh.600399,5.27,5.32,5.24,5.26,21831519.0,114975361.94,1.107,-0.5671,0,0
2025-10-29,sh.600399,5.25,5.28,5.2,5.28,25833989.0,135004644.69,1.31,0.3802,0,0
2025-10-30,sh.600399,5.26,5.48,5.25,5.35,52855939.0,283670597.53,2.6802,1.3258,0,0
2025-10-31,sh.600399,5.23,5.31,5.22,5.24,37433215.0,196801838.3,1.8981,-2.0561,0,0
2025-11-03,sh.600399,5.36,5.38,5.25,5.32,34353671.0,182083944.85,1.742,1.5267,0,0
2025-11-04,sh.600399,5.31,5.58,5.28,5.42,78538601.0,426716014.32,3.9825,1.8797,0,0
2025-11-05,sh.600399,5.34,5.8,5.33,5.62,137650663.0,773150242.92,6.9799,3.69,0,0
2025-11-06,sh.600399,5.62,5.67,5.57,5.59,60553513.0,339481015.68,3.0705,-0.5338,0,0
2025-11-07,sh.600399,5.72,5.84,5.6,5.68,87093377.0,496775265.62,4.4163,1.61,0,0
2025-11-10,sh.600399,5.68,5.69,5.58,5.64,53938305.0,303218281.75,2.7351,-0.7042,0,0
2025-11-11,sh.600399,5.62,5.73,5.59,5.65,38480796.0,217339349.61,1.9513,0.1773,0,0
