date,code,open,high,low,close,volume,amount,turnover,pct_change,is_limit_up,is_limit_down
2024-08-06,sh.688721,41.0,41.15,34.53,34.9,18560308,690676340.65,73.9594,88.6486,1,0
2024-08-07,sh.688721,33.5,33.79,30.91,31.3,12430044,400439260.02,49.5314,-10.3152,0,1
2024-08-08,sh.688721,31.56,37.75,31.56,33.5,14871545,505448760.34,59.2603,7.0288,0,0
2024-08-09,sh.688721,35.0,36.98,31.8,32.0,12086947,420436791.82,48.1642,-4.4776,0,0
2024-08-12,sh.688721,30.48,31.13,29.11,29.64,9690906,290326998.5,38.6165,-7.375,0,0
2024-08-13,sh.688721,29.8,31.19,29.35,30.55,7363980,222445940.34,29.3441,3.0702,0,0
2024-08-14,sh.688721,30.37,30.77,29.19,29.31,6873595,205832050.86,27.39,-4.0589,0,0
2024-08-15,sh.688721,29.01,31.4,28.66,30.18,7763254,233411167.52,30.9351,2.9683,0,0
2024-08-16,sh.688721,30.07,32.09,30.04,30.58,8205780,254359610.85,32.6985,1.3254,0,0
2024-08-19,sh.688721,30.0,30.79,29.01,29.29,5995117,178559125.95,23.8894,-4.2184,0,0
2024-08-20,sh.688721,29.4,29.86,28.83,28.93,5253278,154031310.91,20.9333,-1.2291,0,0
2024-08-21,sh.688721,28.5,28.8,27.58,27.67,5744776,161234598.11,22.8919,-4.3553,0,0
2024-08-22,sh.688721,27.6,27.75,26.52,26.68,4111117,111629630.9,16.382,-3.5779,0,0
2024-08-23,sh.688721,26.63,27.75,26.52,27.45,4411188,120689026.38,17.5778,2.8861,0,0
2024-08-26,sh.688721,27.17,27.94,26.93,27.05,3576849,97490639.09,14.2531,-1.4572,0,0
2024-08-27,sh.688721,27.02,27.02,26.19,26.41,3554157,94390081.49,14.1627,-2.366,0,0
2024-08-28,sh.688721,26.49,27.65,26.26,27.17,3860626,104862479.87,15.3839,2.8777,0,0
2024-08-29,sh.688721,27.0,27.95,26.9,27.5,4534470,124616050.59,18.069,1.2146,0,0
2024-08-30,sh.688721,27.2,29.49,27.0,28.66,6440338,183129367.0,25.6635,4.2182,0,0
2024-09-02,sh.688721,28.11,28.95,27.1,27.13,4818748,134384423.11,19.2018,-5.3385,0,0
2024-09-03,sh.688721,26.92,29.48,26.92,28.49,5688339,162118204.15,22.667,5.0129,0,0
2024-09-04,sh.688721,27.87,30.37,27.87,28.88,5489776,159424218.51,21.8757,1.3689,0,0
2024-09-05,sh.688721,28.66,29.2,28.0,28.3,4441974,126158468.83,17.7004,-2.0083,0,0
2024-09-06,sh.688721,28.29,28.73,27.5,27.72,3827222,107478191.7,15.2508,-2.0495,0,0
2024-09-09,sh.688721,27.89,28.17,27.45,27.68,2551091,70867770.99,10.1656,-0.1443,0,0
2024-09-10,sh.688721,27.5,28.44,26.94,28.0,3124259,86233917.25,12.4496,1.1561,0,0
2024-09-11,sh.688721,27.81,27.81,27.05,27.15,2658848,72641108.86,10.595,-3.0357,0,0
2024-09-12,sh.688721,27.3,27.58,26.4,26.4,2862422,77135836.81,11.4062,-2.7624,0,0
2024-09-13,sh.688721,26.5,26.56,25.35,25.38,3312105,85764640.39,13.1981,-3.8636,0,0
2024-09-18,sh.688721,25.84,26.17,25.35,25.82,3025947,78204212.99,12.0578,1.7336,0,0
2024-09-19,sh.688721,25.85,26.28,25.41,25.71,2987586,77193140.11,11.905,-0.426,0,0
2024-09-20,sh.688721,25.85,26.07,24.82,25.04,2768180,70055336.34,11.0307,-2.606,0,0
2024-09-23,sh.688721,25.0,25.25,24.72,25.15,1438708,36061909.2,5.733,0.4393,0,0
2024-09-24,sh.688721,25.25,26.7,24.81,26.53,4166069,108191041.27,16.601,5.4871,0,0
2024-09-25,sh.688721,26.55,27.46,26.35,26.41,4382221,117500266.14,17.4623,-0.4523,0,0
2024-09-26,sh.688721,26.55,27.15,26.21,27.11,3265591,87171693.52,13.0128,2.6505,0,0
2024-09-27,sh.688721,27.43,28.77,27.26,28.62,3600380,100963703.9,14.3468,5.5699,0,0
2024-09-30,sh.688721,30.08,34.34,29.13,34.34,9295470,295662426.35,37.0407,19.986,1,0
2024-10-08,sh.688721,41.21,41.21,39.77,41.21,6964100,285610814.52,27.7506,20.0058,1,0
2024-10-09,sh.688721,42.0,49.45,41.21,49.45,12636983,594753883.78,50.356,19.9951,1,0
2024-10-10,sh.688721,49.0,49.0,40.18,41.27,13112347,578158372.69,52.2503,-16.542,0,1
2024-10-11,sh.688721,40.0,48.58,39.77,43.9,11112025,483573971.76,44.2793,6.3727,0,0
2024-10-14,sh.688721,42.5,48.78,40.88,46.31,8935521,392838290.87,35.6064,5.4897,0,0
2024-10-15,sh.688721,45.2,46.88,43.21,43.35,7755685,347411921.3,30.905,-6.3917,0,0
2024-10-16,sh.688721,41.88,43.96,41.6,42.19,4386737,186496976.27,17.4803,-2.6759,0,0
2024-10-17,sh.688721,42.35,46.0,42.35,45.22,6420931,284483445.46,25.5862,7.1818,0,0
2024-10-18,sh.688721,45.0,54.26,44.22,53.08,10037056,498053839.07,39.9958,17.3817,1,0
2024-10-21,sh.688721,53.0,63.7,52.0,57.02,11506589,666523830.26,45.8516,7.4228,0,0
2024-10-22,sh.688721,55.11,58.0,53.06,54.39,8232056,455845479.42,32.8032,-4.6124,0,0
2024-10-23,sh.688721,53.35,55.1,52.54,52.63,4987296,266831632.7,19.8734,-3.2359,0,0
2024-10-24,sh.688721,52.4,54.68,51.58,52.43,5364321,284616517.41,21.3758,-0.38,0,0
2024-10-25,sh.688721,52.5,58.66,51.4,55.1,6146081,335164772.87,24.491,5.0925,0,0
2024-10-28,sh.688721,55.5,56.89,54.5,55.04,3620573,200505082.07,14.4273,-0.1089,0,0
2024-10-29,sh.688721,54.01,56.74,52.26,52.7,3924587,215045127.2,15.6387,-4.2515,0,0
2024-10-30,sh.688721,52.05,53.48,50.1,51.1,3646605,187959786.35,14.531,-3.0361,0,0
2024-10-31,sh.688721,51.5,55.55,50.6,54.16,4468204,237792710.34,17.805,5.9883,0,0
2024-11-01,sh.688721,53.01,54.8,48.88,48.91,4317407,220262250.86,17.2041,-9.6935,0,0
2024-11-04,sh.688721,48.6,50.88,48.26,50.87,2307508,115273320.47,9.195,4.0074,0,0
2024-11-05,sh.688721,50.87,53.2,50.57,52.18,3099759,162048796.51,12.352,2.5752,0,0
2024-11-06,sh.688721,52.21,53.99,51.51,52.26,3486670,183907077.57,13.8937,0.1533,0,0
