date,code,open,high,low,close,volume,amount,turnover,pct_change,is_limit_up,is_limit_down
2019-07-01,sz.002067,3.5,3.53,3.48,3.52,9111461,31927060.5,0.934604,2.325579,0,0
2019-07-02,sz.002067,3.5,3.54,3.49,3.51,6824063,23987116.76,0.699975,-0.284091,0,0
2019-07-03,sz.002067,3.52,3.52,3.45,3.46,6720716,23389761.2,0.689374,-1.4245,0,0
2019-07-04,sz.002067,3.48,3.52,3.47,3.49,9325185,32567228.35,0.956526,0.867051,0,0
2019-07-05,sz.002067,3.5,3.51,3.47,3.49,5122833,17882920.84,0.525472,0.0,0,0
2019-07-08,sz.002067,3.46,3.46,3.36,3.37,8613100,29309177.0,0.883485,-3.438399,0,0
2019-07-09,sz.002067,3.35,3.37,3.31,3.34,7594100,25320954.0,0.778961,-0.890207,0,0
2019-07-10,sz.002067,3.35,3.37,3.31,3.33,4734900,15811856.0,0.48568,-0.299401,0,0
2019-07-11,sz.002067,3.34,3.36,3.31,3.31,4155602,13858899.68,0.426259,-0.6006,0,0
2019-07-12,sz.002067,3.33,3.35,3.3,3.34,3855800,12811425.0,0.395507,0.906344,0,0
2019-07-15,sz.002067,3.34,3.37,3.29,3.36,5969985,19895701.9,0.612368,0.598802,0,0
2019-07-16,sz.002067,3.34,3.38,3.34,3.37,5682971,19135645.55,0.582928,0.297619,0,0
2019-07-17,sz.002067,3.37,3.38,3.35,3.38,5439732,18333120.44,0.557978,0.296743,0,0
2019-07-18,sz.002067,3.36,3.37,3.32,3.32,4474100,14956604.0,0.458929,-1.775153,0,0
2019-07-19,sz.002067,3.32,3.37,3.32,3.35,3625517,12148861.78,0.371886,0.903614,0,0
2019-07-22,sz.002067,3.36,3.37,3.27,3.27,6072900,20051193.0,0.622925,-2.388057,0,0
2019-07-23,sz.002067,3.3,3.3,3.27,3.28,2569646,8446500.88,0.26358,0.30581,0,0
2019-07-24,sz.002067,3.3,3.34,3.28,3.32,5707113,18927062.44,0.585404,1.219511,0,0
2019-07-25,sz.002067,3.31,3.34,3.3,3.32,3822601,12689086.31,0.392101,0.0,0,0
2019-07-26,sz.002067,3.31,3.35,3.29,3.34,5776846,19177826.18,0.5926,0.6024,0,0
2019-07-29,sz.002067,3.34,3.36,3.32,3.33,3043928,10155145.51,0.312229,-0.299401,0,0
2019-07-30,sz.002067,3.33,3.36,3.32,3.33,4808389,16054396.48,0.4932,0.0,0,0
2019-07-31,sz.002067,3.33,3.34,3.3,3.3,3923002,12991087.6,0.4024,-0.9009,0,0
2019-08-01,sz.002067,3.29,3.31,3.25,3.3,4335587,14239498.17,0.4447,0.0,0,0
2019-08-02,sz.002067,3.25,3.26,3.21,3.24,6764500,21904723.0,0.6939,-1.8182,0,0
2019-08-05,sz.002067,3.23,3.23,3.18,3.18,5077892,16272033.4,0.5209,-1.8518,0,0
2019-08-06,sz.002067,3.15,3.15,2.97,3.07,9742602,29860180.03,0.9993,-3.4591,0,0
2019-08-07,sz.002067,3.09,3.1,3.05,3.07,3510296,10808738.56,0.3601,0.0,0,0
2019-08-08,sz.002067,3.06,3.09,3.05,3.06,3338784,10267338.72,0.3425,-0.3257,0,0
2019-08-09,sz.002067,3.09,3.16,3.03,3.05,5864200,18168880.0,0.6015,-0.3268,0,0
2019-08-12,sz.002067,3.06,3.09,3.03,3.09,4762820,14577340.8,0.4885,1.3115,0,0
2019-08-13,sz.002067,3.06,3.09,3.05,3.07,3470100,10631879.0,0.3559,-0.6472,0,0
2019-08-14,sz.002067,3.09,3.11,3.06,3.08,3841328,11864391.24,0.394,0.3257,0,0
2019-08-15,sz.002067,3.01,3.07,3.0,3.06,3720839,11286646.95,0.3817,-0.6494,0,0
2019-08-16,sz.002067,3.06,3.08,3.04,3.06,3728273,11433967.38,0.3824,0.0,0,0
2019-08-19,sz.002067,3.07,3.14,3.07,3.14,5939674,18491291.96,0.6093,2.6144,0,0
2019-08-20,sz.002067,3.13,3.16,3.11,3.13,4775686,15000712.32,0.4899,-0.3185,0,0
2019-08-21,sz.002067,3.16,3.2,3.14,3.16,7217694,22838538.58,0.7404,0.9585,0,0
2019-08-22,sz.002067,3.17,3.18,3.13,3.16,4237820,13351438.64,0.4347,0.0,0,0
2019-08-23,sz.002067,3.16,3.17,3.13,3.15,3606000,11352044.0,0.3699,-0.3165,0,0
2019-08-26,sz.002067,3.08,3.11,3.06,3.1,4349000,13441404.0,0.4461,-1.5873,0,0
2019-08-27,sz.002067,3.1,3.17,3.1,3.15,5335096,16770268.44,0.5472,1.6129,0,0
2019-08-28,sz.002067,3.15,3.18,3.14,3.17,5321872,16798458.6,0.5459,0.6349,0,0
2019-08-29,sz.002067,3.17,3.19,3.13,3.14,5043100,15894702.0,0.518,-0.9464,0,0
2019-08-30,sz.002067,3.17,3.17,3.08,3.08,6354700,19800688.0,0.6527,-1.9108,0,0
2019-09-02,sz.002067,3.1,3.14,3.08,3.14,6456244,20154197.72,0.6631,1.9481,0,0
2019-09-03,sz.002067,3.15,3.16,3.12,3.15,5287157,16626442.41,0.5431,0.3185,0,0
2019-09-04,sz.002067,3.14,3.19,3.13,3.18,8601426,27170247.05,0.8835,0.9524,0,0
2019-09-05,sz.002067,3.2,3.24,3.18,3.19,10659300,34234207.41,1.0949,0.3145,0,0
2019-09-06,sz.002067,3.2,3.22,3.18,3.21,5612695,17969766.61,0.5765,0.627,0,0
2019-09-09,sz.002067,3.22,3.26,3.22,3.24,8193839,26479314.95,0.8416,0.9346,0,0
2019-09-10,sz.002067,3.24,3.29,3.23,3.29,10606810,34548726.44,1.0895,1.5432,0,0
2019-09-11,sz.002067,3.31,3.45,3.3,3.33,22128149,74469844.62,2.2729,1.2158,0,0
2019-09-12,sz.002067,3.33,3.36,3.28,3.34,11757713,38982645.1,1.2077,0.3003,0,0
2019-09-16,sz.002067,3.33,3.34,3.3,3.33,9059757,30096305.8,0.9306,-0.2994,0,0
2019-09-17,sz.002067,3.33,3.33,3.22,3.23,8898024,29012255.21,0.914,-3.003,0,0
2019-09-18,sz.002067,3.25,3.25,3.2,3.22,6329309,20386913.15,0.6501,-0.3096,0,0
2019-09-19,sz.002067,3.21,3.24,3.18,3.24,5522026,17745139.0,0.5672,0.6211,0,0
2019-09-20,sz.002067,3.22,3.24,3.21,3.23,4791703,15452206.46,0.4922,-0.3086,0,0
2019-09-23,sz.002067,3.22,3.22,3.15,3.17,4654700,14782139.0,0.4781,-1.8576,0,0
2019-09-24,sz.002067,3.18,3.19,3.15,3.15,6810000,21573977.0,0.6995,-0.6309,0,0
2019-09-25,sz.002067,3.15,3.15,3.08,3.09,7960300,24698489.0,0.8176,-1.9048,0,0
2019-09-26,sz.002067,3.1,3.11,3.05,3.06,5897102,18090463.1,0.6057,-0.9709,0,0
2019-09-27,sz.002067,3.05,3.09,3.05,3.07,3649500,11215056.0,0.3749,0.3268,0,0
